subj,n_test,nll_actr,nll_fear,n_params_actr,n_params_fear,aic_actr,aic_fear,bic_actr,bic_fear,delta_aic,delta_bic,converged_actr,converged_fear,actr_c,actr_phi,actr_t0,actr_F,actr_tau,actr_s,fear_d,fear_w1,fear_t0,fear_F,fear_tau,fear_s
1501,125,259.6592557662926,258.0061868299181,3,3,525.3185115325851,522.0123736598362,533.803452744492,530.497314871743,-3.306137872748991,-3.306137872748991,True,True,0.9488520560174697,0.12838684676933115,0.3,1.0,-0.8,0.22589603665218155,0.226038392922924,1.2759041022379591,0.3,1.0,-0.8,0.22230447629170344
1502,156,235.5001149141925,234.10100110755246,3,3,477.000229828385,474.2020022151049,486.1497978501336,483.35157023685355,-2.798227613280062,-2.798227613280062,True,True,0.4115799829799633,0.12066694351438685,0.3,1.0,-0.8,0.24200598084908118,0.10000000000034182,1.0224091264678015,0.3,1.0,-0.8,0.24703043622258358
1503,173,2000230.6430491577,2000228.7816461842,3,3,4000467.2860983154,4000463.5632923683,4000476.745973099,4000473.023167152,-3.7228059470653534,-3.7228059470653534,True,True,0.35334978327245203,0.17261288602614067,0.3,1.0,-0.8,0.18360947285997947,0.10215482032803277,0.9652749676652358,0.3,1.0,-0.8,0.20005115362657439
1504,102,243.00949060660122,242.45324262963217,3,3,492.01898121320244,490.90648525926434,499.89389965305526,498.78140369911716,-1.1124959539380939,-1.1124959539380939,True,True,0.5859873791904209,0.2714440576027322,0.3,1.0,-0.8,0.23926525116878264,0.3590589907539682,1.1432743517394715,0.3,1.0,-0.8,0.2515645457851292
1505,64,77.29953425041052,77.16507794206609,3,3,160.59906850082103,160.33015588413218,167.07571775090005,166.8068051342112,-0.26891261668885136,-0.26891261668885136,True,True,0.7416043051797506,0.10719024369593111,0.3,1.0,-0.8,0.13925008419205817,0.12450837397032004,1.1208520996451947,0.3,1.0,-0.8,0.140340863401793
1509,86,182.99891286749116,181.86068884942432,3,3,371.9978257349823,369.72137769884864,379.3608676237428,377.08441958760915,-2.2764480361336723,-2.2764480361336723,True,True,0.8994726899648883,0.12118953240157929,0.3,1.0,-0.8,0.2439234604362895,0.21003147133426134,1.3079641784429634,0.3,1.0,-0.8,0.2396020293068157
1512,120,232.88483223991972,234.63971328378395,3,3,471.76966447983943,475.2794265675679,480.13213970818555,483.641901795914,3.509762087728461,3.509762087728461,True,True,0.3598022344173777,0.28989553338119095,0.3,1.0,-0.8,0.19658303530277224,0.25800244674243417,0.7869175445998531,0.3,1.0,-0.8,0.20584653956252047
1517,75,215.73672465074634,211.33319842888253,3,3,437.4734493014927,428.66639685776505,444.4259136421016,435.61886119837396,-8.807052443727628,-8.807052443727628,True,True,0.9358646153630169,0.1643287257230861,0.3,1.0,-0.8,0.28134744815813945,0.38576144497235226,2.3892240298370186,0.3,1.0,-0.8,0.27022584215765805
1518,74,107.55978728330976,104.79738308106664,3,3,221.11957456661952,215.59476616213328,228.03176984623204,222.5069614417458,-5.524808404486237,-5.524808404486237,True,True,0.7209593187100161,0.10000056529356084,0.3,1.0,-0.8,0.17804736795056197,0.13614106075391175,1.330069330596435,0.3,1.0,-0.8,0.17691648313264255
1521,112,244.1647240778956,247.24813460262885,3,3,494.3294481557912,500.4962692052577,502.48494476967653,508.651765819143,6.166821049466478,6.166821049466478,True,True,0.9999996375105831,0.10965975332632895,0.3,1.0,-0.8,0.2829068466856351,0.19464236038033214,1.055116289620237,0.3,1.0,-0.8,0.2739843564944318
1529,136,264.0246090020014,261.47430580163467,3,3,534.0492180040028,528.9486116032693,542.787182661211,537.6865762604775,-5.100606400733454,-5.100606400733454,True,True,0.8255005260331246,0.11287747809290334,0.3,1.0,-0.8,0.22773600613269782,0.15926875975548724,0.9997001774689774,0.3,1.0,-0.8,0.22049894155097394
1530,163,217.09989130200847,212.0323492853832,3,3,440.19978260401695,430.0646985707664,449.48103320643725,439.3459491731867,-10.135084033250564,-10.135084033250564,True,True,0.5275396512528486,0.10000056529063331,0.3,1.0,-0.8,0.2062314258367328,0.10000056529063331,1.2894246132443792,0.3,1.0,-0.8,0.20812013324026957
1532,113,255.35341920867253,263.27143440623024,3,3,516.7068384173451,532.5428688124605,524.8890018734821,540.7250322685975,15.836030395115358,15.836030395115358,True,True,0.9999995360091568,0.1608283866136021,0.3,1.0,-0.8,0.21764438970477507,0.30113743749436545,1.6021244324278086,0.3,1.0,-0.8,0.2175257256396512
1535,159,145.2953146377865,151.58155194509806,3,3,296.590629275573,309.1631038901961,305.7973418822337,318.3698164968568,12.572474614623104,12.572474614623104,True,True,0.27724712723930994,0.10000041237004295,0.3,1.0,-0.8,0.17986607122682768,0.10000056529063331,1.7169935108062722,0.3,1.0,-0.8,0.1901495563184879
1536,121,1000272.3667799056,1000266.9641690587,3,3,2000550.7335598113,2000539.9283381174,2000559.120931448,2000548.3157097541,-10.805221693823114,-10.805221693823114,True,True,0.999999999948396,0.18706726927096592,0.3,1.0,-0.8,0.2428145179010022,0.42446052853813265,2.243093925618633,0.3,1.0,-0.8,0.23821765314908455
1540,99,161.4900589535134,160.6959397119186,3,3,328.9801179070268,327.3918794238372,336.76547745743056,335.177238974241,-1.5882384831895706,-1.5882384831895706,True,True,0.4780442143751955,0.12570225298726048,0.3,1.0,-0.8,0.19401565655262698,0.10000056529063331,1.0079605622490195,0.3,1.0,-0.8,0.19637826733018568
1542,109,220.49626202283991,217.86628526569268,3,3,446.99252404567983,441.73257053138536,455.06656769236724,449.8066141780728,-5.259953514294466,-5.259953514294466,True,True,0.8968657819899922,0.159308874474142,0.3,1.0,-0.8,0.21101470770504652,0.2680447878830492,1.475665329796221,0.3,1.0,-0.8,0.21107679956952258
1552,91,143.87654638059064,142.64213789771821,3,3,293.7530927611813,291.28427579543643,301.28567128073183,298.816854314987,-2.4688169657448498,-2.4688169657448498,True,True,0.9999993636055939,0.10000000000031042,0.3,1.0,-0.8,0.18930473826733604,0.14416125761217724,1.2882643218719965,0.3,1.0,-0.8,0.18791969028682173
1557,124,237.16722469445116,238.27548814913416,3,3,480.3344493889023,482.5509762982683,488.79529408571744,491.01182099508344,2.216526909365996,2.216526909365996,True,True,0.7429913845118628,0.13994810231699686,0.3,1.0,-0.8,0.1999671011836647,0.18210671587684993,1.1428514283915163,0.3,1.0,-0.8,0.2002109021139006
29212,158,249.3153093978034,246.5432028516427,3,3,504.6306187956068,499.0864057032854,513.8184038946877,508.27419080236626,-5.5442130923213995,-5.5442130923213995,True,True,0.3575563446951777,0.1737872973507968,0.3,1.0,-0.8,0.21672637583651916,0.15892024378020717,1.1560802036538012,0.3,1.0,-0.8,0.21889882826313495
29220,83,159.88871152234634,160.64258188478618,3,3,325.7774230446927,327.28516376957236,333.0339448680825,334.54168559296215,1.5077407248796817,1.5077407248796817,True,True,0.4406730131302947,0.17339994244507093,0.3,1.0,-0.8,0.20456076171866794,0.16797305305484367,1.0523126394463127,0.3,1.0,-0.8,0.20578814600736847
29221,149,252.8475875508391,247.376156501332,3,3,511.6951751016782,500.752313002664,520.7070140195146,509.76415192050035,-10.942862099014235,-10.942862099014292,True,True,0.8992515582073672,0.10000056529063331,0.3,1.0,-0.8,0.22148124052393522,0.14015897849979236,1.1340780474632273,0.3,1.0,-0.8,0.215803285024928
29227,85,160.80510740637772,161.3444024565643,3,3,327.61021481275543,328.6888049131286,334.93816858222635,336.0167586825995,1.0785901003731624,1.0785901003731624,True,True,0.9999999999996799,0.11358944033713889,0.3,1.0,-0.8,0.19084536766235793,0.15889099282157104,1.0758379443624146,0.3,1.0,-0.8,0.18137126899542513
29230,194,214.87427238292076,213.05423919356977,3,3,435.74854476584153,432.10847838713954,445.55211924303154,441.91205286432955,-3.640066378701988,-3.640066378701988,True,True,0.45375274294483753,0.10000065206286081,0.3,1.0,-0.8,0.2027203161176579,0.10000056575738521,1.3938624461338072,0.3,1.0,-0.8,0.21369927316234943
29245,73,91.75062953599436,93.41504033887801,3,3,189.50125907198873,192.83008067775603,196.3726373954339,199.70145900120121,3.3288216057673026,3.3288216057673026,True,True,0.4375132353466313,0.10000039276212838,0.3,1.0,-0.8,0.16540808701361523,0.1000000000002017,1.1529819575527183,0.3,1.0,-0.8,0.16970325971880484
